"","layer","NUMPOINTS","Lines.NR","Lines.ID","Line.NR","coords.x1","coords.x2"
"6780.2",1.51358,"0",6781,"6780",1,171.703195014608,-43.190962057847
"6780.3",1.51358,"0",6781,"6780",1,171.653400750808,-43.190962057847
"6780.4",1.51358,"0",6781,"6780",1,171.653400750808,-43.141154362605
"6781",1.9301,"0",6782,"6781",1,171.703195014608,-43.141154362605
"6781.1",1.9301,"0",6782,"6781",1,171.752989278409,-43.141154362605
"6781.2",1.9301,"0",6782,"6781",1,171.752989278409,-43.190962057847
"6781.3",1.9301,"0",6782,"6781",1,171.703195014608,-43.190962057847
"6781.4",1.9301,"0",6782,"6781",1,171.703195014608,-43.141154362605
"6782",1.91094,"0",6783,"6782",1,171.752989278409,-43.141154362605
"6782.1",1.91094,"0",6783,"6782",1,171.802783542209,-43.141154362605
"6782.2",1.91094,"0",6783,"6782",1,171.802783542209,-43.190962057847
"6782.3",1.91094,"0",6783,"6782",1,171.752989278409,-43.190962057847
"6782.4",1.91094,"0",6783,"6782",1,171.752989278409,-43.141154362605
"6783",1.75243,"0",6784,"6783",1,171.802783542209,-43.141154362605
"6783.1",1.75243,"0",6784,"6783",1,171.85257780601,-43.141154362605
"6783.2",1.75243,"0",6784,"6783",1,171.85257780601,-43.190962057847
"6783.3",1.75243,"0",6784,"6783",1,171.802783542209,-43.190962057847
"6783.4",1.75243,"0",6784,"6783",1,171.802783542209,-43.141154362605
"6784",1.76961,"0",6785,"6784",1,171.85257780601,-43.141154362605
"6784.1",1.76961,"0",6785,"6784",1,171.90237206981,-43.141154362605
"6784.2",1.76961,"0",6785,"6784",1,171.90237206981,-43.190962057847
"6784.3",1.76961,"0",6785,"6784",1,171.85257780601,-43.190962057847
"6784.4",1.76961,"0",6785,"6784",1,171.85257780601,-43.141154362605
"6785",1.61657,"0",6786,"6785",1,171.90237206981,-43.141154362605
"6785.1",1.61657,"0",6786,"6785",1,171.952166333611,-43.141154362605
"6785.2",1.61657,"0",6786,"6785",1,171.952166333611,-43.190962057847
"6785.3",1.61657,"0",6786,"6785",1,171.90237206981,-43.190962057847
"6785.4",1.61657,"0",6786,"6785",1,171.90237206981,-43.141154362605
"6786",1.66726,"0",6787,"6786",1,171.952166333611,-43.141154362605
"6786.1",1.66726,"0",6787,"6786",1,172.001960597411,-43.141154362605
"6786.2",1.66726,"0",6787,"6786",1,172.001960597411,-43.190962057847
"6786.3",1.66726,"0",6787,"6786",1,171.952166333611,-43.190962057847
"6786.4",1.66726,"0",6787,"6786",1,171.952166333611,-43.141154362605
"6787",1.58841,"0",6788,"6787",1,172.001960597411,-43.141154362605
"6787.1",1.58841,"0",6788,"6787",1,172.051754861212,-43.141154362605
"6787.2",1.58841,"0",6788,"6787",1,172.051754861212,-43.190962057847
